title	revenue	budget	genres	release_date	runtime	vote_average	vote_count
Madagascar 3: Europe's Most Wanted	746921274	145000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2012-06-06	93	6.4	1808
Die Another Day	431971116	140000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2002-11-17	133	5.8	1092
Ghostbusters	229147509	144000000	[{"id": 28, "name": "Action"}, {"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}]	2016-07-14	116	5.3	2142
Armageddon	553799566	140000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}]	1998-07-01	151	6.4	2482
Men in Black II	441818803	140000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 878, "name": "Science Fiction"}]	2002-07-03	88	6	3114
Beowulf	195735876	70000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 16, "name": "Animation"}]	2007-11-05	115	5.5	841
Kung Fu Panda 3	521170825	145000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2016-01-23	95	6.7	1603
Mission: Impossible - Ghost Protocol	694713380	145000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 12, "name": "Adventure"}]	2011-12-07	133	6.8	3972
Rise of the Guardians	306941670	145000000	[{"id": 14, "name": "Fantasy"}, {"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2012-11-21	97	7.1	1922
Fun with Dick and Jane	202026112	100000000	[{"id": 35, "name": "Comedy"}]	2005-12-21	90	5.9	627
The Last Samurai	456758981	140000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 10752, "name": "War"}, {"id": 36, "name": "History"}]	2003-12-05	154	7.3	1895
Exodus: Gods and Kings	268031828	140000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}]	2014-12-03	150	5.6	1921
Star Trek	385680446	150000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2009-05-06	127	7.4	4518
Spider-Man	821708551	139000000	[{"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	2002-05-01	121	6.8	5265
How to Train Your Dragon 2	609123048	145000000	[{"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2014-06-12	102	7.6	3106
Gods of Egypt	150680864	140000000	[{"id": 14, "name": "Fantasy"}]	2016-02-25	127	5.3	1277
Stealth	76932943	135000000	[{"id": 28, "name": "Action"}]	2005-07-28	121	4.9	331
Watchmen	185258983	130000000	[{"id": 28, "name": "Action"}, {"id": 9648, "name": "Mystery"}, {"id": 878, "name": "Science Fiction"}]	2009-03-05	163	7	2811
Lethal Weapon 4	285444603	140000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	1998-07-10	127	6.3	767
Hulk	245360480	137000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2003-06-19	138	5.3	1533
G.I. Joe: Retaliation	371876278	130000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2013-03-26	110	5.4	3025
Sahara	119269486	130000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}]	2005-04-06	124	5.7	434
Final Fantasy: The Spirits Within	85131830	137000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 16, "name": "Animation"}, {"id": 14, "name": "Fantasy"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2001-07-02	106	5.9	433
Captain America: The First Avenger	370569774	140000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	2011-07-22	124	6.6	7047
The World Is Not Enough	361832400	135000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1999-11-08	128	6	862
Master and Commander: The Far Side of the World	212011111	150000000	[{"id": 12, "name": "Adventure"}]	2003-11-14	138	6.9	790
The Twilight Saga: Breaking Dawn - Part 2	829000000	120000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2012-11-13	115	6.1	2553
Happy Feet Two	150406466	130000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2011-11-17	100	5.8	373
The Incredible Hulk	163712074	150000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2008-06-12	114	6.1	3021
The BFG	183345589	140000000	[{"id": 12, "name": "Adventure"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]	2016-06-01	120	6	1000
The Revenant	532950503	135000000	[{"id": 37, "name": "Western"}, {"id": 18, "name": "Drama"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	2015-12-25	156	7.3	6396
Turbo	282570682	135000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2013-07-11	96	6.1	1074
Rango	245724603	135000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 37, "name": "Western"}, {"id": 12, "name": "Adventure"}]	2011-03-02	107	6.6	2051
Penguins of Madagascar	373552094	132000000	[{"id": 10751, "name": "Family"}, {"id": 16, "name": "Animation"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	2014-11-22	92	6.5	1346
The Bourne Ultimatum	442824138	70000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2007-08-03	115	7.3	2888
Kung Fu Panda	631744560	130000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}, {"id": 35, "name": "Comedy"}]	2008-06-04	90	6.9	3145
Ant-Man	519311965	130000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2015-07-14	117	7	5880
The Hunger Games: Catching Fire	847423452	130000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2013-11-15	146	7.4	6495
Home	368871007	135000000	[{"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}, {"id": 16, "name": "Animation"}, {"id": 878, "name": "Science Fiction"}, {"id": 10751, "name": "Family"}]	2015-03-18	94	6.8	1519
War of the Worlds	591739379	132000000	[{"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]	2005-06-28	116	6.2	2322
Bad Boys II	273339556	130000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2003-07-18	147	6.3	1564
Puss in Boots	554987477	130000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]	2011-10-28	90	6.4	451
Salt	293329073	110000000	[{"id": 28, "name": "Action"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2010-07-21	100	6.2	2093
Noah	362637473	125000000	[{"id": 18, "name": "Drama"}, {"id": 12, "name": "Adventure"}]	2014-03-20	139	5.6	2350
The Adventures of Tintin	371940071	130000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 9648, "name": "Mystery"}]	2011-10-25	107	6.7	2061
Harry Potter and the Prisoner of Azkaban	789804554	130000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 10751, "name": "Family"}]	2004-05-31	141	7.7	5877
Australia	49554002	130000000	[{"id": 18, "name": "Drama"}]	2008-11-18	165	6.3	694
After Earth	243843127	130000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2013-05-30	100	5	2532
Dinosaur	354248063	127500000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2000-05-19	82	6.2	542
Night at the Museum: Secret of the Tomb	349424282	127000000	[{"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 14, "name": "Fantasy"}, {"id": 10751, "name": "Family"}]	2014-12-17	97	6.1	1851
Megamind	321887208	130000000	[{"id": 16, "name": "Animation"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 878, "name": "Science Fiction"}]	2010-10-28	95	6.7	1918
Harry Potter and the Philosopher's Stone	976475550	125000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 10751, "name": "Family"}]	2001-11-16	152	7.5	7006
R.I.P.D.	61648500	130000000	[{"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	2013-07-18	96	5.4	1260
Pirates of the Caribbean: The Curse of the Black Pearl	655011224	140000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	2003-07-09	143	7.5	6985
The Hunger Games: Mockingjay - Part 1	752100229	125000000	[{"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	2014-11-18	123	6.6	5584
The Da Vinci Code	767820459	125000000	[{"id": 53, "name": "Thriller"}, {"id": 9648, "name": "Mystery"}]	2006-05-17	149	6.5	2704
Rio 2	500188435	103000000	[{"id": 16, "name": "Animation"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2014-03-19	102	6.3	978
X2	407711549	110000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2003-04-24	133	6.8	3506
Fast Five	626137675	125000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2011-04-20	130	7.1	2438
Sherlock Holmes: A Game of Shadows	334615000	125000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}]	2011-11-22	129	7	3886
Clash of the Titans	232713139	125000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	2010-04-01	106	5.6	2233
Total Recall	261317921	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	1990-06-01	113	7.1	1710
The 13th Warrior	61698899	160000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	1999-08-27	102	6.4	510
The Bourne Legacy	276572938	130000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2012-08-08	120	6	2651
Batman & Robin	238207122	125000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 14, "name": "Fantasy"}]	1997-06-20	125	4.2	1418
How the Grinch Stole Christmas	345141403	123000000	[{"id": 10751, "name": "Family"}, {"id": 35, "name": "Comedy"}, {"id": 14, "name": "Fantasy"}]	2000-11-17	104	6.2	1386
The Day After Tomorrow	544272402	125000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2004-05-26	124	6.2	2392
Mission: Impossible II	546388105	125000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2000-05-24	123	5.9	1928
The Perfect Storm	325756637	120000000	[{"id": 18, "name": "Drama"}]	2000-03-15	130	6.2	597
Fantastic 4: Rise of the Silver Surfer	289047763	130000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2007-06-13	92	5.4	2589
Life of Pi	609016565	120000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}]	2012-11-20	127	7.2	5797
Ghost Rider	228738393	110000000	[{"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}, {"id": 14, "name": "Fantasy"}, {"id": 27, "name": "Horror"}]	2007-02-16	114	5.2	1712
Jason Bourne	415484914	120000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2016-07-27	123	5.9	2341
Charlie's Angels: Full Throttle	259175788	120000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	2003-06-27	106	5.2	914
Prometheus	403170142	130000000	[{"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}, {"id": 9648, "name": "Mystery"}]	2012-05-30	124	6.3	5080
Stuart Little 2	169956806	120000000	[{"id": 10751, "name": "Family"}, {"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}]	2002-07-19	78	5.4	613
Elysium	286140700	115000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2013-08-07	109	6.4	3439
The Chronicles of Riddick	115772733	105000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2004-06-11	119	6.3	1570
RoboCop	242688965	120000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2014-01-30	102	5.7	2342
Speed Racer	93945766	120000000	[{"id": 28, "name": "Action"}, {"id": 10751, "name": "Family"}, {"id": 878, "name": "Science Fiction"}]	2008-05-09	135	5.7	354
How Do You Know	48668907	120000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2010-12-17	121	4.9	223
Knight and Day	261930431	117000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}]	2010-06-15	109	5.9	1547
Oblivion	286168572	120000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}, {"id": 9648, "name": "Mystery"}]	2013-04-10	124	6.4	4800
Star Wars: Episode III - Revenge of the Sith	850000000	113000000	[{"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}]	2005-05-17	140	7.1	4116
Star Wars: Episode II - Attack of the Clones	649398328	120000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2002-05-15	142	6.4	3992
Monsters, Inc.	562816256	115000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2001-11-01	92	7.5	5996
The Wolverine	415440673	120000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}]	2013-07-23	126	6.3	4053
Star Wars: Episode I - The Phantom Menace	924317558	115000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	1999-05-19	136	6.3	4432
The Croods	585178928	135000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]	2013-03-20	98	6.8	2399
Asterix at the Olympic Games	132900000	97250400	[{"id": 14, "name": "Fantasy"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2008-01-13	116	5	471
Windtalkers	77628265	115000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}]	2002-06-14	134	5.8	341
The Huntsman: Winter's War	164602163	115000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}]	2016-04-06	114	6	1523
Teenage Mutant Ninja Turtles	477200000	125000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}]	2014-08-07	101	5.8	2636
Gravity	716392705	105000000	[{"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}, {"id": 18, "name": "Drama"}]	2013-09-27	91	7.3	5751
Dante's Peak	178127760	116000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1997-02-07	108	5.7	428
Teenage Mutant Ninja Turtles: Out of the Shadows	245623848	135000000	[{"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	2016-06-01	112	5.8	963
Fantastic Four	167977596	120000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	2015-08-05	100	4.4	2278
Night at the Museum	574480841	110000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}]	2006-10-20	108	6.3	2862
San Andreas	470490832	110000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2015-05-27	114	6	2968
Tomorrow Never Dies	333011068	110000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1997-12-11	119	6	925
The Patriot	215294342	110000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}, {"id": 28, "name": "Action"}]	2000-06-28	165	6.8	1099
Ocean's Twelve	362744280	110000000	[{"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2004-12-09	125	6.4	2124
Mr. & Mrs. Smith	478207520	110000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2005-06-07	120	6.5	2965
Insurgent	295238201	110000000	[{"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2015-03-18	119	6.2	3829
The Aviator	102000000	116000000	[{"id": 18, "name": "Drama"}]	2004-12-17	170	7	1489
Gulliver's Travels	237382724	112000000	[{"id": 35, "name": "Comedy"}]	2010-12-25	85	4.9	621
The Green Hornet	227817248	120000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 35, "name": "Comedy"}]	2011-01-12	119	5.5	1251
300: Rise of an Empire	337580051	110000000	[{"id": 28, "name": "Action"}, {"id": 10752, "name": "War"}]	2014-03-05	102	6.1	2397
The Smurfs	563749323	110000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 14, "name": "Fantasy"}]	2011-07-29	103	5.5	1179
Home on the Range	103951461	110000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2004-04-02	76	5.7	389
Allegiant	179246868	110000000	[{"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	2016-03-09	121	5.9	1998
Real Steel	299268508	110000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 18, "name": "Drama"}]	2011-09-28	127	6.6	2692
The Smurfs 2	347434178	105000000	[{"id": 14, "name": "Fantasy"}, {"id": 10751, "name": "Family"}, {"id": 35, "name": "Comedy"}, {"id": 16, "name": "Animation"}]	2013-07-30	105	5.5	695
Speed 2: Cruise Control	164508066	160000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1997-06-13	121	4.1	434
Ender's Game	125537191	110000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2013-10-23	114	6.6	2303
Live Free or Die Hard	383531464	110000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2007-06-20	128	6.4	2089
The Lord of the Rings: The Fellowship of the Ring	871368364	93000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}]	2001-12-18	178	8	8705
Around the World in 80 Days	72178895	110000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	2004-06-16	120	5.7	672
Ali	87713825	107000000	[{"id": 18, "name": "Drama"}]	2001-12-11	157	6.7	447
